Date, particules PM2.5 (µg/m³) ,Validation
2023-01-01 0:00,8.3,validée
2023-01-01 1:00,10.7,validée
2023-01-01 2:00,10.1,validée
2023-01-01 3:00,8.8,validée
2023-01-01 4:00,7.8,validée
2023-01-01 5:00,8.6,validée
2023-01-01 6:00,9.1,validée
2023-01-01 7:00,8.5,validée
2023-01-01 8:00,6.8,validée
2023-01-01 9:00,6,validée
2023-01-01 10:00,5.2,validée
2023-01-01 11:00,5.2,validée
2023-01-01 12:00,5,validée
2023-01-01 13:00,4.9,validée
2023-01-01 14:00,4.2,validée
2023-01-01 15:00,4.5,validée
2023-01-01 16:00,5.3,validée
2023-01-01 17:00,8.4,validée
2023-01-01 18:00,8.9,validée
2023-01-01 19:00,9.6,validée
2023-01-01 20:00,9.5,validée
2023-01-01 21:00,10,validée
2023-01-01 22:00,10.3,validée
2023-01-01 23:00,9.3,validée
2023-01-02 0:00,9.3,validée
2023-01-02 1:00,8.9,validée
2023-01-02 2:00,8.4,validée
2023-01-02 3:00,7.1,validée
2023-01-02 4:00,5.3,validée
2023-01-02 5:00,4.8,validée
2023-01-02 6:00,4.1,validée
2023-01-02 7:00,3.6,validée
2023-01-02 8:00,4.1,validée
2023-01-02 9:00,4.1,validée
2023-01-02 10:00,4.4,validée
2023-01-02 11:00,4.9,validée
2023-01-02 12:00,5.9,validée
2023-01-02 13:00,7.3,validée
2023-01-02 14:00,8.4,validée
2023-01-02 15:00,13.6,validée
2023-01-02 16:00,13.6,validée
2023-01-02 17:00,18.6,validée
2023-01-02 18:00,20.9,validée
2023-01-02 19:00,12.2,validée
2023-01-02 20:00,12.6,validée
2023-01-02 21:00,15,validée
2023-01-02 22:00,24,validée
2023-01-02 23:00,18.6,validée
2023-01-03 0:00,18.2,validée
2023-01-03 1:00,15.2,validée
2023-01-03 2:00,17.5,validée
2023-01-03 3:00,20.5,validée
2023-01-03 4:00,23.7,validée
2023-01-03 5:00,20.6,validée
2023-01-03 6:00,25.1,validée
2023-01-03 7:00,20.8,validée
2023-01-03 8:00,19.8,validée
2023-01-03 9:00,16,validée
2023-01-03 10:00,19.3,validée
2023-01-03 11:00,21.9,validée
2023-01-03 12:00,22.4,validée
2023-01-03 13:00,14,validée
2023-01-03 14:00,13.3,validée
2023-01-03 15:00,9.3,validée
2023-01-03 16:00,10,validée
2023-01-03 17:00,11.1,validée
2023-01-03 18:00,12.8,validée
2023-01-03 19:00,15.6,validée
2023-01-03 20:00,18.6,validée
2023-01-03 21:00,18.8,validée
2023-01-03 22:00,18.7,validée
2023-01-03 23:00,19.9,validée
2023-01-04 0:00,20.6,validée
2023-01-04 1:00,17,validée
2023-01-04 2:00,15.1,validée
2023-01-04 3:00,14.6,validée
2023-01-04 4:00,13.2,validée
2023-01-04 5:00,11.6,validée
2023-01-04 6:00,8.2,validée
2023-01-04 7:00,3.5,validée
2023-01-04 8:00,3.1,validée
2023-01-04 9:00,3.6,validée
2023-01-04 10:00,4.8,validée
2023-01-04 11:00,4.3,validée
2023-01-04 12:00,4.6,validée
2023-01-04 13:00,7.7,validée
2023-01-04 14:00,7.7,validée
2023-01-04 15:00,8.1,validée
2023-01-04 16:00,7.6,validée
2023-01-04 17:00,9.9,validée
2023-01-04 18:00,12.5,validée
2023-01-04 19:00,12.4,validée
2023-01-04 20:00,13.3,validée
2023-01-04 21:00,13.7,validée
2023-01-04 22:00,14.7,validée
2023-01-04 23:00,15.6,validée
2023-01-05 0:00,11.4,validée
2023-01-05 1:00,10.2,validée
2023-01-05 2:00,8.6,validée
2023-01-05 3:00,10.8,validée
2023-01-05 4:00,9.1,validée
2023-01-05 5:00,11.4,validée
2023-01-05 6:00,17.8,validée
2023-01-05 7:00,17.1,validée
2023-01-05 8:00,12.9,validée
2023-01-05 9:00,10.8,validée
2023-01-05 10:00,12.6,validée
2023-01-05 11:00,15,validée
2023-01-05 12:00,15.4,validée
2023-01-05 13:00,7.8,validée
2023-01-05 14:00,5.7,validée
2023-01-05 15:00,7.4,validée
2023-01-05 16:00,6.7,validée
2023-01-05 17:00,6.5,validée
2023-01-05 18:00,9.1,validée
2023-01-05 19:00,9.1,validée
2023-01-05 20:00,11.8,validée
2023-01-05 21:00,13.2,validée
2023-01-05 22:00,13.3,validée
2023-01-05 23:00,13.9,validée
2023-01-06 0:00,13.8,validée
2023-01-06 1:00,14,validée
2023-01-06 2:00,11.2,validée
2023-01-06 3:00,8.1,validée
2023-01-06 4:00,8.9,validée
2023-01-06 5:00,10,validée
2023-01-06 6:00,9,validée
2023-01-06 7:00,9.2,validée
2023-01-06 8:00,8.9,validée
2023-01-06 9:00,8.3,validée
2023-01-06 10:00,11.1,validée
2023-01-06 11:00,12.5,validée
2023-01-06 12:00,10.4,validée
2023-01-06 13:00,7.1,validée
2023-01-06 14:00,4.9,validée
2023-01-06 15:00,6.3,validée
2023-01-06 16:00,5.2,validée
2023-01-06 17:00,6.9,validée
2023-01-06 18:00,11.6,validée
2023-01-06 19:00,12.6,validée
2023-01-06 20:00,12.9,validée
2023-01-06 21:00,13.8,validée
2023-01-06 22:00,14.4,validée
2023-01-06 23:00,19.1,validée
2023-01-07 0:00,18.3,validée
2023-01-07 1:00,18.4,validée
2023-01-07 2:00,18.3,validée
2023-01-07 3:00,18.1,validée
2023-01-07 4:00,16.8,validée
2023-01-07 5:00,14.4,validée
2023-01-07 6:00,10.7,validée
2023-01-07 7:00,10.9,validée
2023-01-07 8:00,10.2,validée
2023-01-07 9:00,9.2,validée
2023-01-07 10:00,8.7,validée
2023-01-07 11:00,8.9,validée
2023-01-07 12:00,9.8,validée
2023-01-07 13:00,9.3,validée
2023-01-07 14:00,8.2,validée
2023-01-07 15:00,8.4,validée
2023-01-07 16:00,7.3,validée
2023-01-07 17:00,7.8,validée
2023-01-07 18:00,11.4,validée
2023-01-07 19:00,12.1,validée
2023-01-07 20:00,13.9,validée
2023-01-07 21:00,15.7,validée
2023-01-07 22:00,17.7,validée
2023-01-07 23:00,11.6,validée
2023-01-08 0:00,9.2,validée
2023-01-08 1:00,6.4,validée
2023-01-08 2:00,6.6,validée
2023-01-08 3:00,6,validée
2023-01-08 4:00,4.8,validée
2023-01-08 5:00,5,validée
2023-01-08 6:00,4.2,validée
2023-01-08 7:00,4.3,validée
2023-01-08 8:00,4,validée
2023-01-08 9:00,5.2,validée
2023-01-08 10:00,5.8,validée
2023-01-08 11:00,2.4,validée
2023-01-08 12:00,2.3,validée
2023-01-08 13:00,2.5,validée
2023-01-08 14:00,5.3,validée
2023-01-08 15:00,5.8,validée
2023-01-08 16:00,7.1,validée
2023-01-08 17:00,7.5,validée
2023-01-08 18:00,8.9,validée
2023-01-08 19:00,9.7,validée
2023-01-08 20:00,10,validée
2023-01-08 21:00,11.6,validée
2023-01-08 22:00,9.6,validée
2023-01-08 23:00,12.6,validée
2023-01-09 0:00,15,validée
2023-01-09 1:00,14,validée
2023-01-09 2:00,11.5,validée
2023-01-09 3:00,11,validée
2023-01-09 4:00,2,validée
2023-01-09 5:00,1,validée
2023-01-09 6:00,0.9,validée
2023-01-09 7:00,1.6,validée
2023-01-09 8:00,2.5,validée
2023-01-09 9:00,4,validée
2023-01-09 10:00,7.1,validée
2023-01-09 11:00,7.8,validée
2023-01-09 12:00,7.8,validée
2023-01-09 13:00,7.4,validée
2023-01-09 14:00,5.8,validée
2023-01-09 15:00,4.5,validée
2023-01-09 16:00,2.8,validée
2023-01-09 17:00,2.2,validée
2023-01-09 18:00,4.3,validée
2023-01-09 19:00,5.4,validée
2023-01-09 20:00,3.8,validée
2023-01-09 21:00,4.6,validée
2023-01-09 22:00,5,validée
2023-01-09 23:00,3.6,validée
2023-01-10 0:00,3.1,validée
2023-01-10 1:00,4.5,validée
2023-01-10 2:00,1.9,validée
2023-01-10 3:00,2,validée
2023-01-10 4:00,1.9,validée
2023-01-10 5:00,1.5,validée
2023-01-10 6:00,2.1,validée
2023-01-10 7:00,2.2,validée
2023-01-10 8:00,3,validée
2023-01-10 9:00,3.5,validée
2023-01-10 10:00,5,validée
2023-01-10 11:00,4.2,validée
2023-01-10 12:00,5.1,validée
2023-01-10 13:00,2.6,validée
2023-01-10 14:00,2.2,validée
2023-01-10 15:00,1.8,validée
2023-01-10 16:00,1.8,validée
2023-01-10 17:00,2,validée
2023-01-10 18:00,2.5,validée
2023-01-10 19:00,2.7,validée
2023-01-10 20:00,3,validée
2023-01-10 21:00,3.3,validée
2023-01-10 22:00,3.4,validée
2023-01-10 23:00,3.8,validée
2023-01-11 0:00,3.1,validée
2023-01-11 1:00,2.8,validée
2023-01-11 2:00,3.3,validée
2023-01-11 3:00,2.3,validée
2023-01-11 4:00,1.9,validée
2023-01-11 5:00,2.1,validée
2023-01-11 6:00,2.3,validée
2023-01-11 7:00,2.9,validée
2023-01-11 8:00,3.8,validée
2023-01-11 9:00,4.1,validée
2023-01-11 10:00,4.6,validée
2023-01-11 11:00,11.1,validée
2023-01-11 12:00,19.9,validée
2023-01-11 13:00,13.1,validée
2023-01-11 14:00,14,validée
2023-01-11 15:00,20.5,validée
2023-01-11 16:00,25.6,validée
2023-01-11 17:00,21.9,validée
2023-01-11 18:00,20,validée
2023-01-11 19:00,22,validée
2023-01-11 20:00,19.5,validée
2023-01-11 21:00,19.8,validée
2023-01-11 22:00,18.1,validée
2023-01-11 23:00,18.1,validée
2023-01-12 0:00,17.1,validée
2023-01-12 1:00,16.6,validée
2023-01-12 2:00,13.6,validée
2023-01-12 3:00,12.6,validée
2023-01-12 4:00,7.8,validée
2023-01-12 5:00,7.6,validée
2023-01-12 6:00,7.6,validée
2023-01-12 7:00,7.6,validée
2023-01-12 8:00,8.8,validée
2023-01-12 9:00,10.2,validée
2023-01-12 10:00,7.8,validée
2023-01-12 11:00,5.7,validée
2023-01-12 12:00,3.6,validée
2023-01-12 13:00,3.3,validée
2023-01-12 14:00,3.2,validée
2023-01-12 15:00,4.4,validée
2023-01-12 16:00,9.7,validée
2023-01-12 17:00,12.9,validée
2023-01-12 18:00,11.2,validée
2023-01-12 19:00,18.8,validée
2023-01-12 20:00,21.9,validée
2023-01-12 21:00,21.2,validée
2023-01-12 22:00,24.1,validée
2023-01-12 23:00,23.4,validée
2023-01-13 0:00,14.5,validée
2023-01-13 1:00,15.1,validée
2023-01-13 2:00,12.6,validée
2023-01-13 3:00,11.8,validée
2023-01-13 4:00,11.9,validée
2023-01-13 5:00,10.8,validée
2023-01-13 6:00,10.5,validée
2023-01-13 7:00,10.6,validée
2023-01-13 8:00,10.6,validée
2023-01-13 9:00,8.4,validée
2023-01-13 10:00,9.8,validée
2023-01-13 11:00,10.3,validée
2023-01-13 12:00,9.1,validée
2023-01-13 13:00,3.7,validée
2023-01-13 14:00,5.1,validée
2023-01-13 15:00,10.8,validée
2023-01-13 16:00,11.4,validée
2023-01-13 17:00,13,validée
2023-01-13 18:00,15.7,validée
2023-01-13 19:00,15.7,validée
2023-01-13 20:00,16.5,validée
2023-01-13 21:00,19.2,validée
2023-01-13 22:00,20.6,validée
2023-01-13 23:00,28.4,validée
2023-01-14 0:00,28.5,validée
2023-01-14 1:00,17.8,validée
2023-01-14 2:00,12.9,validée
2023-01-14 3:00,8.9,validée
2023-01-14 4:00,6.1,validée
2023-01-14 5:00,4.3,validée
2023-01-14 6:00,2.6,validée
2023-01-14 7:00,2.1,validée
2023-01-14 8:00,1.9,validée
2023-01-14 9:00,2.1,validée
2023-01-14 10:00,3.2,validée
2023-01-14 11:00,5.6,validée
2023-01-14 12:00,5.9,validée
2023-01-14 13:00,6.8,validée
2023-01-14 14:00,6.4,validée
2023-01-14 15:00,6.2,validée
2023-01-14 16:00,9.9,validée
2023-01-14 17:00,14.5,validée
2023-01-14 18:00,23.1,validée
2023-01-14 19:00,27.7,validée
2023-01-14 20:00,25.5,validée
2023-01-14 21:00,33,validée
2023-01-14 22:00,27.7,validée
2023-01-14 23:00,16.7,validée
2023-01-15 0:00,12.4,validée
2023-01-15 1:00,19.4,validée
2023-01-15 2:00,21,validée
2023-01-15 3:00,16.5,validée
2023-01-15 4:00,6.6,validée
2023-01-15 5:00,3.9,validée
2023-01-15 6:00,2.3,validée
2023-01-15 7:00,2,validée
2023-01-15 8:00,2.2,validée
2023-01-15 9:00,2.9,validée
2023-01-15 10:00,5.6,validée
2023-01-15 11:00,6.4,validée
2023-01-15 12:00,13.9,validée
2023-01-15 13:00,8.1,validée
2023-01-15 14:00,3.8,validée
2023-01-15 15:00,1.8,validée
2023-01-15 16:00,2.3,validée
2023-01-15 17:00,4.1,validée
2023-01-15 18:00,6.5,validée
2023-01-15 19:00,13,validée
2023-01-15 20:00,15.5,validée
2023-01-15 21:00,17.1,validée
2023-01-15 22:00,17.1,validée
2023-01-15 23:00,16.1,validée
2023-01-16 0:00,18.3,validée
2023-01-16 1:00,22.2,validée
2023-01-16 2:00,11.7,validée
2023-01-16 3:00,7.5,validée
2023-01-16 4:00,13.5,validée
2023-01-16 5:00,11.2,validée
2023-01-16 6:00,4.1,validée
2023-01-16 7:00,3.1,validée
2023-01-16 8:00,2.9,validée
2023-01-16 9:00,3.3,validée
2023-01-16 10:00,7.3,validée
2023-01-16 11:00,4.2,validée
2023-01-16 12:00,3.6,validée
2023-01-16 13:00,3.3,validée
2023-01-16 14:00,5.3,validée
2023-01-16 15:00,9.4,validée
2023-01-16 16:00,8.9,validée
2023-01-16 17:00,10.6,validée
2023-01-16 18:00,13.5,validée
2023-01-16 19:00,18.3,validée
2023-01-16 20:00,13.9,validée
2023-01-16 21:00,15.6,validée
2023-01-16 22:00,17.9,validée
2023-01-16 23:00,17.3,validée
2023-01-17 0:00,13.2,validée
2023-01-17 1:00,14.1,validée
2023-01-17 2:00,16.8,validée
2023-01-17 3:00,10.7,validée
2023-01-17 4:00,6.9,validée
2023-01-17 5:00,4.5,validée
2023-01-17 6:00,3,validée
2023-01-17 7:00,2.5,validée
2023-01-17 8:00,4.3,validée
2023-01-17 9:00,3.4,validée
2023-01-17 10:00,4.4,validée
2023-01-17 11:00,4.1,validée
2023-01-17 12:00,6.1,validée
2023-01-17 13:00,14.2,validée
2023-01-17 14:00,10.5,validée
2023-01-17 15:00,6.9,validée
2023-01-17 16:00,6.3,validée
2023-01-17 17:00,10.4,validée
2023-01-17 18:00,13,validée
2023-01-17 19:00,23.6,validée
2023-01-17 20:00,23.8,validée
2023-01-17 21:00,19.7,validée
2023-01-17 22:00,30.5,validée
2023-01-17 23:00,21.1,validée
2023-01-18 0:00,18.3,validée
2023-01-18 1:00,15.5,validée
2023-01-18 2:00,12.1,validée
2023-01-18 3:00,9.7,validée
2023-01-18 4:00,6.1,validée
2023-01-18 5:00,7.2,validée
2023-01-18 6:00,8,validée
2023-01-18 7:00,9.6,validée
2023-01-18 8:00,11.1,validée
2023-01-18 9:00,7.8,validée
2023-01-18 10:00,10.7,validée
2023-01-18 11:00,10,validée
2023-01-18 12:00,12.8,validée
2023-01-18 13:00,,non validée
2023-01-18 14:00,5.3,validée
2023-01-18 15:00,6.8,validée
2023-01-18 16:00,4,validée
2023-01-18 17:00,2.6,validée
2023-01-18 18:00,4.2,validée
2023-01-18 19:00,5.4,validée
2023-01-18 20:00,5.7,validée
2023-01-18 21:00,8.4,validée
2023-01-18 22:00,9.9,validée
2023-01-18 23:00,10.9,validée
2023-01-19 0:00,10.5,validée
2023-01-19 1:00,12.4,validée
2023-01-19 2:00,12.1,validée
2023-01-19 3:00,12.9,validée
2023-01-19 4:00,10.3,validée
2023-01-19 5:00,8.3,validée
2023-01-19 6:00,8.2,validée
2023-01-19 7:00,7.2,validée
2023-01-19 8:00,8,validée
2023-01-19 9:00,8.5,validée
2023-01-19 10:00,7.8,validée
2023-01-19 11:00,6.9,validée
2023-01-19 12:00,6,validée
2023-01-19 13:00,6.3,validée
2023-01-19 14:00,6.4,validée
2023-01-19 15:00,5.5,validée
2023-01-19 16:00,4.5,validée
2023-01-19 17:00,4.3,validée
2023-01-19 18:00,5.1,validée
2023-01-19 19:00,5.5,validée
2023-01-19 20:00,5.7,validée
2023-01-19 21:00,5.1,validée
2023-01-19 22:00,4.7,validée
2023-01-19 23:00,4.9,validée
2023-01-20 0:00,5.3,validée
2023-01-20 1:00,4.6,validée
2023-01-20 2:00,4.3,validée
2023-01-20 3:00,5.5,validée
2023-01-20 4:00,5.3,validée
2023-01-20 5:00,4.8,validée
2023-01-20 6:00,4.2,validée
2023-01-20 7:00,4.2,validée
2023-01-20 8:00,6.5,validée
2023-01-20 9:00,8,validée
2023-01-20 10:00,8.8,validée
2023-01-20 11:00,9.1,validée
2023-01-20 12:00,9.8,validée
2023-01-20 13:00,5.4,validée
2023-01-20 14:00,5,validée
2023-01-20 15:00,5.1,validée
2023-01-20 16:00,5.7,validée
2023-01-20 17:00,10.1,validée
2023-01-20 18:00,13,validée
2023-01-20 19:00,15.2,validée
2023-01-20 20:00,15.6,validée
2023-01-20 21:00,16.7,validée
2023-01-20 22:00,14.9,validée
2023-01-20 23:00,9.1,validée
2023-01-21 0:00,6.8,validée
2023-01-21 1:00,5.4,validée
2023-01-21 2:00,4.5,validée
2023-01-21 3:00,4,validée
2023-01-21 4:00,4.9,validée
2023-01-21 5:00,3.8,validée
2023-01-21 6:00,4,validée
2023-01-21 7:00,4.1,validée
2023-01-21 8:00,4.5,validée
2023-01-21 9:00,6.6,validée
2023-01-21 10:00,9,validée
2023-01-21 11:00,7.9,validée
2023-01-21 12:00,8.1,validée
2023-01-21 13:00,6,validée
2023-01-21 14:00,6.2,validée
2023-01-21 15:00,5.6,validée
2023-01-21 16:00,5.7,validée
2023-01-21 17:00,7.1,validée
2023-01-21 18:00,10.2,validée
2023-01-21 19:00,11.4,validée
2023-01-21 20:00,11.3,validée
2023-01-21 21:00,13.8,validée
2023-01-21 22:00,12.6,validée
2023-01-21 23:00,12.2,validée
2023-01-22 0:00,12.3,validée
2023-01-22 1:00,14.3,validée
2023-01-22 2:00,14,validée
2023-01-22 3:00,11.9,validée
2023-01-22 4:00,10.1,validée
2023-01-22 5:00,10,validée
2023-01-22 6:00,7.8,validée
2023-01-22 7:00,5.9,validée
2023-01-22 8:00,4.9,validée
2023-01-22 9:00,7.5,validée
2023-01-22 10:00,7.9,validée
2023-01-22 11:00,9,validée
2023-01-22 12:00,8.4,validée
2023-01-22 13:00,8.3,validée
2023-01-22 14:00,5.5,validée
2023-01-22 15:00,7.1,validée
2023-01-22 16:00,10.2,validée
2023-01-22 17:00,12.7,validée
2023-01-22 18:00,17.7,validée
2023-01-22 19:00,19,validée
2023-01-22 20:00,16.6,validée
2023-01-22 21:00,16.6,validée
2023-01-22 22:00,14.7,validée
2023-01-22 23:00,15.4,validée
2023-01-23 0:00,14.7,validée
2023-01-23 1:00,13,validée
2023-01-23 2:00,12.6,validée
2023-01-23 3:00,12.7,validée
2023-01-23 4:00,10.8,validée
2023-01-23 5:00,10.6,validée
2023-01-23 6:00,10.1,validée
2023-01-23 7:00,10.4,validée
2023-01-23 8:00,11.7,validée
2023-01-23 9:00,12.1,validée
2023-01-23 10:00,15.9,validée
2023-01-23 11:00,15.3,validée
2023-01-23 12:00,14.3,validée
2023-01-23 13:00,12.3,validée
2023-01-23 14:00,9.4,validée
2023-01-23 15:00,9.7,validée
2023-01-23 16:00,11.7,validée
2023-01-23 17:00,12.9,validée
2023-01-23 18:00,19.2,validée
2023-01-23 19:00,23.7,validée
2023-01-23 20:00,22.6,validée
2023-01-23 21:00,22.5,validée
2023-01-23 22:00,23.9,validée
2023-01-23 23:00,24.6,validée
2023-01-24 0:00,23.4,validée
2023-01-24 1:00,22.9,validée
2023-01-24 2:00,23.5,validée
2023-01-24 3:00,22.5,validée
2023-01-24 4:00,19.1,validée
2023-01-24 5:00,17.1,validée
2023-01-24 6:00,16.6,validée
2023-01-24 7:00,18.1,validée
2023-01-24 8:00,19.1,validée
2023-01-24 9:00,25,validée
2023-01-24 10:00,27.8,validée
2023-01-24 11:00,26.9,validée
2023-01-24 12:00,26.6,validée
2023-01-24 13:00,19.2,validée
2023-01-24 14:00,18.8,validée
2023-01-24 15:00,19.1,validée
2023-01-24 16:00,19.7,validée
2023-01-24 17:00,20.1,validée
2023-01-24 18:00,26.1,validée
2023-01-24 19:00,24.9,validée
2023-01-24 20:00,26.3,validée
2023-01-24 21:00,29,validée
2023-01-24 22:00,33.6,validée
2023-01-24 23:00,31.6,validée
2023-01-25 0:00,29.1,validée
2023-01-25 1:00,29.7,validée
2023-01-25 2:00,36.7,validée
2023-01-25 3:00,26.3,validée
2023-01-25 4:00,21.4,validée
2023-01-25 5:00,23.9,validée
2023-01-25 6:00,18.3,validée
2023-01-25 7:00,17,validée
2023-01-25 8:00,23.1,validée
2023-01-25 9:00,22.8,validée
2023-01-25 10:00,24.9,validée
2023-01-25 11:00,22.7,validée
2023-01-25 12:00,24.5,validée
2023-01-25 13:00,21.2,validée
2023-01-25 14:00,21.9,validée
2023-01-25 15:00,19.5,validée
2023-01-25 16:00,22.1,validée
2023-01-25 17:00,22.4,validée
2023-01-25 18:00,25.2,validée
2023-01-25 19:00,28,validée
2023-01-25 20:00,28.7,validée
2023-01-25 21:00,33.3,validée
2023-01-25 22:00,31.7,validée
2023-01-25 23:00,31.9,validée
2023-01-26 0:00,32.6,validée
2023-01-26 1:00,35.8,validée
2023-01-26 2:00,31.3,validée
2023-01-26 3:00,31.5,validée
2023-01-26 4:00,24,validée
2023-01-26 5:00,20.8,validée
2023-01-26 6:00,20.1,validée
2023-01-26 7:00,19.6,validée
2023-01-26 8:00,19.9,validée
2023-01-26 9:00,20.8,validée
2023-01-26 10:00,25.2,validée
2023-01-26 11:00,21,validée
2023-01-26 12:00,20,validée
2023-01-26 13:00,20,validée
2023-01-26 14:00,17.2,validée
2023-01-26 15:00,16.4,validée
2023-01-26 16:00,17,validée
2023-01-26 17:00,22.2,validée
2023-01-26 18:00,22.9,validée
2023-01-26 19:00,27.4,validée
2023-01-26 20:00,30,validée
2023-01-26 21:00,30,validée
2023-01-26 22:00,27.8,validée
2023-01-26 23:00,22.8,validée
2023-01-27 0:00,22.2,validée
2023-01-27 1:00,20.8,validée
2023-01-27 2:00,15.5,validée
2023-01-27 3:00,13.5,validée
2023-01-27 4:00,13,validée
2023-01-27 5:00,13.5,validée
2023-01-27 6:00,13.9,validée
2023-01-27 7:00,19.3,validée
2023-01-27 8:00,15.7,validée
2023-01-27 9:00,16.9,validée
2023-01-27 10:00,21.4,validée
2023-01-27 11:00,16.3,validée
2023-01-27 12:00,,non validée
2023-01-27 13:00,,non validée
2023-01-27 14:00,,non validée
2023-01-27 15:00,,non validée
2023-01-27 16:00,,non validée
2023-01-27 17:00,,non validée
2023-01-27 18:00,20.7,validée
2023-01-27 19:00,23.5,validée
2023-01-27 20:00,28.2,validée
2023-01-27 21:00,25.5,validée
2023-01-27 22:00,25.6,validée
2023-01-27 23:00,24.6,validée
2023-01-28 0:00,21.8,validée
2023-01-28 1:00,18.9,validée
2023-01-28 2:00,14.4,validée
2023-01-28 3:00,12.4,validée
2023-01-28 4:00,11.4,validée
2023-01-28 5:00,10.9,validée
2023-01-28 6:00,10.8,validée
2023-01-28 7:00,11.4,validée
2023-01-28 8:00,12.4,validée
2023-01-28 9:00,13.1,validée
2023-01-28 10:00,13.9,validée
2023-01-28 11:00,14.8,validée
2023-01-28 12:00,14.3,validée
2023-01-28 13:00,12.1,validée
2023-01-28 14:00,11.5,validée
2023-01-28 15:00,11.9,validée
2023-01-28 16:00,17.2,validée
2023-01-28 17:00,19.3,validée
2023-01-28 18:00,21.4,validée
2023-01-28 19:00,29.4,validée
2023-01-28 20:00,25.7,validée
2023-01-28 21:00,25.3,validée
2023-01-28 22:00,26.1,validée
2023-01-28 23:00,23.6,validée
2023-01-29 0:00,22.6,validée
2023-01-29 1:00,21.2,validée
2023-01-29 2:00,18.4,validée
2023-01-29 3:00,18.9,validée
2023-01-29 4:00,16.7,validée
2023-01-29 5:00,15.9,validée
2023-01-29 6:00,16.4,validée
2023-01-29 7:00,12.9,validée
2023-01-29 8:00,14.3,validée
2023-01-29 9:00,18.2,validée
2023-01-29 10:00,18.7,validée
2023-01-29 11:00,15.3,validée
2023-01-29 12:00,18.2,validée
2023-01-29 13:00,19,validée
2023-01-29 14:00,19.9,validée
2023-01-29 15:00,18.5,validée
2023-01-29 16:00,19.7,validée
2023-01-29 17:00,21.5,validée
2023-01-29 18:00,24.8,validée
2023-01-29 19:00,28.2,validée
2023-01-29 20:00,27.8,validée
2023-01-29 21:00,29.1,validée
2023-01-29 22:00,32,validée
2023-01-29 23:00,30.9,validée
2023-01-30 0:00,31,validée
2023-01-30 1:00,30.9,validée
2023-01-30 2:00,26.6,validée
2023-01-30 3:00,26.3,validée
2023-01-30 4:00,26.3,validée
2023-01-30 5:00,24.4,validée
2023-01-30 6:00,23.2,validée
2023-01-30 7:00,20,validée
2023-01-30 8:00,14.9,validée
2023-01-30 9:00,17.5,validée
2023-01-30 10:00,24.7,validée
2023-01-30 11:00,25.1,validée
2023-01-30 12:00,27.2,validée
2023-01-30 13:00,25.1,validée
2023-01-30 14:00,25.4,validée
2023-01-30 15:00,24.2,validée
2023-01-30 16:00,23.7,validée
2023-01-30 17:00,26.2,validée
2023-01-30 18:00,29.7,validée
2023-01-30 19:00,31.4,validée
2023-01-30 20:00,30.1,validée
2023-01-30 21:00,30.7,validée
2023-01-30 22:00,32.5,validée
2023-01-30 23:00,31.2,validée
2023-01-31 0:00,31.2,validée
2023-01-31 1:00,30.8,validée
2023-01-31 2:00,33.2,validée
2023-01-31 3:00,32.1,validée
2023-01-31 4:00,31.2,validée
